# Initial mass = 1.250, Z =  0.0028, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.655, Mass expelled =   0.5950
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.23163E-01 -1.78391E-02  4.30282E-01
 he   2  10.985260  0.055260  0.756030  2.77601E-01  1.63177E-02  1.65173E-01
  c   6   8.425955 -0.044045  0.656724  2.29779E-03  1.06543E-03  1.36718E-03
  n   7   7.505743 -0.364257  0.336513  3.22006E-04  1.03199E-04  1.91593E-04
  o   8   8.063228 -0.666772  0.033998  1.32769E-03  6.83782E-05  7.89975E-04
  f   9   4.382987 -0.077013  0.623756  3.29208E-07  1.49237E-07  1.95879E-07
 ne  10   7.480341 -0.489658  0.211112  4.37561E-04  1.00026E-04  2.60349E-04
 na  11   5.714794 -0.595206  0.105564  8.55280E-06  1.09289E-06  5.08892E-06
 mg  12   6.942316 -0.697684  0.003086  1.52682E-04  5.29144E-07  9.08458E-05
 al  13   5.783701 -0.686299  0.014471  1.17639E-05  2.20726E-07  6.99951E-06
 si  14   6.850023 -0.699977  0.000793  1.42656E-04  4.63479E-08  8.48801E-05
  p  15   4.785674 -0.684326  0.016444  1.35659E-06  2.89971E-08  8.07169E-07
  s  16   6.459466 -0.700534  0.000236  6.62632E-05 -2.89074E-08  3.94266E-05
 cl  17   4.536174 -0.693826  0.006944  8.74184E-07  7.59803E-09  5.20139E-07
 ar  18   5.739145 -0.700855 -0.000085  1.57187E-05 -1.36288E-08  9.35261E-06
  k  19   4.381086 -0.698914  0.001856  6.74554E-07  1.73029E-09  4.01360E-07
 ca  20   5.588997 -0.701003 -0.000233  1.11604E-05 -1.18107E-08  6.64043E-06
 sc  21   2.365605 -0.684395  0.016375  7.48460E-09  1.59324E-10  4.45334E-09
 ti  22   4.213131 -0.696869  0.003901  5.60975E-07  2.56242E-09  3.33780E-07
  v  23   3.257646 -0.702354 -0.001585  6.61450E-08 -9.53655E-11  3.93563E-08
 cr  24   4.920211 -0.719789 -0.019019  3.10425E-06 -1.20110E-09  1.84703E-06
 mn  25   4.781006 -0.698994  0.001776  2.38043E-06  3.96278E-09  1.41635E-06
 fe  26   6.839230 -0.700770  0.000000  2.76688E-04 -2.09649E-07  1.64629E-04
 co  27   4.202222 -0.667778  0.032992  6.73530E-07  2.88450E-08  4.00751E-07
 ni  28   5.501754 -0.698246  0.002524  1.33695E-05  3.59514E-08  7.95487E-06
 cu  29   3.603639 -0.646361  0.054409  1.83022E-07  1.27005E-08  1.08898E-07
 zn  30   3.947203 -0.682797  0.017972  4.15543E-07  9.71808E-09  2.47248E-07
 ga  31   2.458895 -0.621105  0.079665  1.43895E-08  1.42581E-09  8.56178E-09
 ge  32   2.929061 -0.650939  0.049831  4.42601E-08  4.61388E-09  2.63348E-08
 as  33   1.649974 -0.650026  0.050744  2.40082E-09  1.55913E-10  1.42849E-09
 se  34   2.727455 -0.612545  0.088225  3.02439E-08  4.70418E-09  1.79951E-08
 br  35   1.947284 -0.592716  0.108054  5.07725E-09  6.62367E-10  3.02096E-09
 kr  36   2.749134 -0.500866  0.199904  3.37399E-08  7.43551E-09  2.00752E-08
 rb  37   1.848392 -0.511608  0.189162  4.32486E-09  9.06457E-10  2.57329E-09
 sr  38   2.758554 -0.121446  0.579324  3.60524E-08  1.58246E-08  2.14512E-08
  y  39   2.124991 -0.045009  0.655761  8.50549E-09  3.94126E-09  5.06076E-09
 zr  40   2.521957 -0.008043  0.692727  2.17692E-08  1.03213E-08  1.29527E-08
 nb  41   1.335704 -0.074296  0.626474  1.44386E-09  6.55799E-10  8.59096E-10
 mo  42   1.769330 -0.170670  0.530100  4.04675E-09  1.86968E-09  2.40781E-09
 ru  44   1.514815 -0.245185  0.455585  2.37255E-09  1.04544E-09  1.41166E-09
 rh  45   0.621833 -0.438167  0.262603  3.09065E-10  8.33121E-11  1.83894E-10
 pd  46   1.494924 -0.155076  0.545694  2.38629E-09  1.06673E-09  1.41985E-09
 ag  47   0.825995 -0.374005  0.326765  5.18398E-10  1.62912E-10  3.08447E-10
 cd  48   1.642612 -0.067389  0.633381  3.54158E-09  1.65936E-09  2.10724E-09
 in  49   0.550739 -0.209261  0.491509  2.92769E-10  1.20365E-10  1.74198E-10
 sn  50   2.063837 -0.006163  0.694607  9.86508E-09  4.84140E-09  5.86972E-09
 sb  51   0.604956 -0.405044  0.295726  3.51752E-10  1.48612E-10  2.09292E-10
 te  52   1.687849 -0.492151  0.208619  4.46145E-09  2.09409E-09  2.65456E-09
  i  53   0.974630 -0.575370  0.125400  8.58780E-10  1.27668E-10  5.10974E-10
 xe  54   1.906463 -0.333537  0.367233  7.59418E-09  2.73519E-09  4.51854E-09
 cs  55   0.738326 -0.341674  0.359096  5.21967E-10  1.74546E-10  3.10571E-10
 ba  56   2.567843  0.387843  1.088613  3.64230E-08  1.99059E-08  2.16717E-08
 la  57   1.566179  0.396179  1.096949  3.67009E-09  2.00896E-09  2.18370E-09
 ce  58   2.072385  0.492385  1.193155  1.18754E-08  6.61437E-09  7.06588E-09
 pr  59   1.034315  0.274315  0.975085  1.09402E-09  5.81918E-10  6.50944E-10
 nd  60   1.844751  0.394751  1.095521  7.23792E-09  3.97985E-09  4.30656E-09
 sm  62   1.091277  0.151277  0.852047  1.33102E-09  7.09259E-10  7.91958E-10
 eu  63   0.170732 -0.339268  0.361501  1.61528E-10  5.42473E-11  9.61093E-11
 gd  64   0.967844 -0.082156  0.618614  1.04764E-09  4.73144E-10  6.23343E-10
 tb  65   0.035810 -0.284190  0.416579  1.23816E-10  4.54042E-11  7.36708E-11
 dy  66   1.097186 -0.032814  0.667956  1.45819E-09  6.81298E-10  8.67625E-10
 ho  67   0.172063 -0.297937  0.402833  1.75848E-10  6.31939E-11  1.04630E-10
 er  68   0.906971 -0.013029  0.687741  9.68582E-10  4.59936E-10  5.76307E-10
 tm  69   0.011753 -0.108247  0.592523  1.24522E-10  5.51327E-11  7.40907E-11
 yb  70   1.202696  0.282696  0.983466  1.97979E-09  1.07151E-09  1.17797E-09
 lu  71   0.287203  0.197203  0.897973  2.43184E-10  1.26370E-10  1.44695E-10
 hf  72   1.175034  0.465034  1.165803  1.91612E-09  1.06229E-09  1.14009E-09
 ta  73   0.261431  0.381431  1.082201  2.37007E-10  1.29335E-10  1.41019E-10
  w  74   1.124612  0.474612  1.175382  1.75723E-09  9.75727E-10  1.04555E-09
 re  75   0.225494 -0.034506  0.666264  2.24526E-10  1.04748E-10  1.33593E-10
 os  76   1.234281 -0.115719  0.585050  2.34064E-09  1.03021E-09  1.39268E-09
 ir  77   0.766956 -0.553044  0.147726  8.06352E-10  1.37902E-10  4.79779E-10
 pt  78   1.289062 -0.330938  0.369832  2.72299E-09  9.77572E-10  1.62018E-09
 au  79   0.503850 -0.296150  0.404620  4.50837E-10  1.62451E-10  2.68248E-10
 hg  80   1.625894  0.455894  1.156664  6.08106E-09  3.38339E-09  3.61823E-09
 tl  81   1.297860  0.527860  1.228630  2.91126E-09  1.62975E-09  1.73220E-09
 pb  82   3.247876  1.207876  1.908646  2.63052E-07  1.54582E-07  1.56516E-07
 bi  83   1.291880  0.641880  1.342650  2.93603E-09  1.66747E-09  1.74694E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.5036   0.6426   1.1262   0.4836   0.7824
