# Initial mass = 4.500, Z =  0.0028, Y =  0.250, M_mix = 1.00E-04
# Final mass = 0.886, Mass expelled =   3.6140
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.86384E-01 -2.41274E-01  2.48059E+00
 he   2  11.056249  0.126248  0.806839  3.10271E-01  2.17181E-01  1.12132E+00
  c   6   8.186647 -0.283353  0.397238  1.25700E-03  2.70997E-03  4.54278E-03
  n   7   8.754509  0.884509  1.565100  5.41951E-03  1.90492E-02  1.95861E-02
  o   8   8.013823 -0.716177 -0.035586  1.12466E-03 -3.18410E-04  4.06453E-03
  f   9   4.106637 -0.353364  0.327227  1.65368E-07  3.14339E-07  5.97640E-07
 ne  10   7.469783 -0.500217  0.180374  4.05332E-04  4.91076E-04  1.46487E-03
 na  11   5.978626 -0.331374  0.349217  1.49030E-05  2.95876E-05  5.38593E-05
 mg  12   7.015274 -0.624726  0.055865  1.71426E-04  7.09548E-05  6.19534E-04
 al  13   5.864686 -0.605313  0.075277  1.34545E-05  7.45054E-06  4.86246E-05
 si  14   6.884960 -0.665040  0.015551  1.46743E-04  1.50531E-05  5.30329E-04
  p  15   4.842959 -0.627040  0.053550  1.46914E-06  5.82898E-07  5.30947E-06
  s  16   6.480449 -0.679551  0.001040  6.60065E-05 -1.10330E-06  2.38548E-04
 cl  17   4.571614 -0.658386  0.022205  9.00273E-07  1.40438E-07  3.25359E-06
 ar  18   5.759910 -0.680090  0.000500  1.56499E-05 -3.31383E-07  5.65587E-05
  k  19   4.410892 -0.669108  0.011482  6.85730E-07  5.08992E-08  2.47823E-06
 ca  20   5.608712 -0.681288 -0.000697  1.10847E-05 -3.45164E-07  4.00602E-05
 sc  21   2.471687 -0.578313  0.102278  9.06948E-09  6.69547E-09  3.27771E-08
 ti  22   4.234090 -0.675910  0.004681  5.58771E-07  7.59906E-09  2.01940E-06
  v  23   3.276419 -0.683581 -0.002991  6.55544E-08 -2.71373E-09  2.36914E-07
 cr  24   4.941468 -0.698532 -0.017941  3.09417E-06 -4.37030E-08  1.11823E-05
 mn  25   4.799021 -0.680979 -0.000389  2.35505E-06 -6.76382E-08  8.51116E-06
 fe  26   6.859409 -0.680591  0.000000  2.75106E-04 -6.98946E-06  9.94234E-04
 co  27   4.456425 -0.413575  0.267016  1.14786E-06  1.88945E-06  4.14838E-06
 ni  28   5.558464 -0.641536  0.039054  1.44596E-05  4.15795E-06  5.22571E-05
 cu  29   3.900764 -0.349236  0.331354  3.44317E-07  6.60062E-07  1.24436E-06
 zn  30   4.019621 -0.610379  0.070212  4.65979E-07  2.41301E-07  1.68405E-06
 ga  31   2.645725 -0.434275  0.246316  2.09995E-08  3.25486E-08  7.58921E-08
 ge  32   3.086302 -0.493698  0.186893  6.03372E-08  8.61270E-08  2.18058E-07
 as  33   1.747532 -0.552468  0.128123  2.85265E-09  2.57992E-09  1.03095E-08
 se  34   2.860780 -0.479220  0.201370  3.90206E-08  6.02918E-08  1.41020E-07
 br  35   2.058259 -0.481741  0.198850  6.22207E-09  8.16056E-09  2.24865E-08
 kr  36   2.961616 -0.288384  0.392206  5.22343E-08  1.12002E-07  1.88775E-07
 rb  37   2.188202 -0.171798  0.508793  8.97662E-09  2.23172E-08  3.24415E-08
 sr  38   2.598855 -0.281145  0.399446  2.36900E-08  5.14400E-08  8.56158E-08
  y  39   1.970945 -0.199055  0.481536  5.66219E-09  1.36633E-08  2.04631E-08
 zr  40   2.381332 -0.148668  0.531923  1.49468E-08  3.80348E-08  5.40178E-08
