# Initial mass = 3.000, Z =  0.0070, Y =  0.260, M_mix = 5.00E-04
# Final mass = 0.698, Mass expelled =   2.3020
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.2770414E-01  1.5593318E+00  1.6870359E+00  6.7738134E-01  7.3292029E-01 -3.4223534E-02
      d      2   1.4967426E-17  1.4967426E-17  0.0000000E+00  6.5019229E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.4024329E-04  2.4024329E-04  0.0000000E+00  1.0436286E-04  0.0000000E+00  0.0000000E+00
    he4      4   9.8342419E-02  6.9674540E-01  5.9840298E-01  3.0266961E-01  2.5997174E-01  6.6042699E-02
    li7      7  -1.0097283E-08  3.7476847E-10  1.0472052E-08  1.6280124E-10  4.5495052E-09 -1.4463065E+00
    be7      7   1.8442331E-18  1.8442331E-18  0.0000000E+00  8.0114386E-19  0.0000000E+00  0.0000000E+00
     b8      8   2.8797290E-29  2.8797290E-29  0.0000000E+00  1.2509683E-29  0.0000000E+00  0.0000000E+00
    c12     12   2.4805404E-02  2.7688649E-02  2.8832436E-03  1.2028084E-02  1.2526038E-03  9.8238266E-01
    c13     13   4.8015278E-05  8.2954532E-05  3.4939254E-05  3.6035854E-05  1.5179100E-05  3.7548882E-01
    c14     14   1.2602226E-08  1.2602226E-08  0.0000000E+00  5.4744684E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.5904028E-03  2.4428600E-03  8.5245719E-04  1.0611903E-03  3.7034374E-04  4.5718825E-01
    n15     15  -1.1925473E-06  9.0715673E-07  2.0997040E-06  3.9407331E-07  9.1220090E-07 -3.6451346E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
