# Initial mass = 1.500, Z =  0.0070, Y =  0.260, M_mix = 1.00E-03
# Final mass = 0.646, Mass expelled =   0.8540
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.1083832E-02  6.0475677E-01  6.2584060E-01  7.0814610E-01  7.3292029E-01 -1.4933907E-02
      d      2   3.7444225E-18  3.7444225E-18  0.0000000E+00  4.3845697E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.5986743E-04  2.5986743E-04  0.0000000E+00  3.0429443E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.8927172E-02  2.4091703E-01  2.2198986E-01  2.8210425E-01  2.5997174E-01  3.5483479E-02
    li7      7  -2.3905662E-09  1.4942561E-09  3.8848222E-09  1.7497144E-09  4.5495052E-09 -4.1499701E-01
    be7      7   4.5612803E-18  4.5612803E-18  0.0000000E+00  5.3410775E-18  0.0000000E+00  0.0000000E+00
     b8      8   3.7683155E-28  3.7683155E-28  0.0000000E+00  4.4125472E-28  0.0000000E+00  0.0000000E+00
    c12     12   1.2883756E-03  2.3579739E-03  1.0695984E-03  2.7610937E-03  1.2526038E-03  3.4326738E-01
    c13     13   2.0809915E-05  3.3771346E-05  1.2961432E-05  3.9544902E-05  1.5179100E-05  4.1584450E-01
    c14     14   5.5299205E-09  5.5299205E-09  0.0000000E+00  6.4753167E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.8000804E-04  6.9624453E-04  3.1623649E-04  8.1527460E-04  3.7034374E-04  3.4269890E-01
    n15     15  -3.2960793E-07  4.4932034E-07  7.7892827E-07  5.2613620E-07  9.1220090E-07 -2.3899232E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   7.8348909E-05  2.6611497E-03  2.5828008E-03  3.1161003E-03  3.0247113E-03  1.2927528E-02
