# Minitial =  2.50 msun, Z = 0.0001, Mfinal = 0.732 msun, c13 pocket included (pmz = 2e-3msun)
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.0253587E-01  1.1585506E+00  1.3610865E+00  6.5528882E-01  7.6990002E-01 -7.0001572E-02
      d      2  -5.7526938E-07  3.9764528E-10  5.7566700E-07  2.2491249E-10  3.2562664E-07 -3.1607063E+00
    he3      3   2.4264479E-04  2.4630642E-04  3.6616211E-06  1.3931359E-04  2.0712000E-06  1.8277714E+00
    he4      4   1.4484227E-01  5.5145335E-01  4.0661108E-01  3.1190801E-01  2.2999999E-01  1.3229869E-01
    li7      7   3.4280423E-10  4.4448648E-10  1.0168223E-10  2.5140637E-10  5.7516662E-11  6.4058256E-01
    be7      7   2.3427899E-10  2.3427899E-10  0.0000000E+00  1.3251074E-10  0.0000000E+00  0.0000000E+00
     b8      8   4.8864106E-26  4.8864106E-26  0.0000000E+00  2.7638068E-26  0.0000000E+00  0.0000000E+00
    c12     12   4.5171775E-02  4.5202043E-02  3.0267420E-05  2.5566766E-02  1.7120798E-05  3.1741519E+00
    c13     13   1.7219512E-05  1.7586128E-05  3.6661470E-07  9.9469053E-06  2.0737599E-07  1.6809295E+00
    c14     14   2.7656256E-07  2.7656256E-07  0.0000000E+00  1.5642679E-07  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.9789764E-05  5.8734498E-05  8.9447367E-06  3.3220869E-05  5.0595995E-06  8.1729484E-01
    n15     15  -1.1894297E-08  9.5164303E-09  2.1410727E-08  5.3825961E-09  1.2110999E-08 -3.5218820E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.3129096E-03  1.3869586E-03  7.4048949E-05  7.8447885E-04  4.1885865E-05  1.2725137E+00
    o17     17   5.3657647E-07  5.6646604E-07  2.9889566E-08  3.2039935E-07  1.6907064E-08  1.2776234E+00
    o18     18  -6.8442560E-08  9.8564286E-08  1.6700685E-07  5.5749030E-08  9.4467595E-08 -2.2904553E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.0743202E-05  1.0747519E-05  4.3171609E-09  6.0789134E-06  2.4420066E-09  3.3960791E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.6058740E-04  2.7557331E-04  1.4985917E-05  1.5586725E-04  8.4767998E-06  1.2645229E+00
   ne21     21   1.6950460E-05  1.6988179E-05  3.7719364E-08  9.6086987E-06  2.1336000E-08  2.6535516E+00
   ne22     22   9.2135584E-03  9.2147700E-03  1.2120946E-06  5.2119740E-03  6.8562258E-07  3.8809171E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.2238362E-16  3.2238362E-16  0.0000000E+00  1.8234368E-16  0.0000000E+00  0.0000000E+00
   na23     23   1.6244057E-04  1.6278584E-04  3.4526701E-07  9.2073438E-05  1.9530066E-07  2.6734307E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   7.6313037E-05  8.3461469E-05  7.1484346E-06  4.7206715E-05  4.0435198E-06  1.0672442E+00
   mg25     25   3.6115845E-04  3.6210116E-04  9.4268950E-07  2.0480834E-04  5.3323333E-07  2.5844302E+00
   mg26     26   7.4694242E-04  7.4802188E-04  1.0794357E-06  4.2308931E-04  6.1058398E-07  2.8406866E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   6.0327416E-08  6.0327416E-08  0.0000000E+00  3.4121843E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.2742024E-05  2.3399365E-05  6.5734162E-07  1.3234935E-05  3.7182599E-07  1.5513821E+00
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.9390684E-05  2.7305810E-05  7.9151268E-06  1.5444462E-05  4.4772000E-06  5.3776634E-01
   si29     29   2.1571495E-06  2.5734143E-06  4.1626484E-07  1.4555511E-06  2.3546065E-07  7.9110909E-01
   si30     30   2.5517911E-06  2.8356621E-06  2.8387112E-07  1.6038813E-06  1.6057200E-07  9.9950242E-01
    p31     31   2.0778048E-06  2.1466387E-06  6.8833948E-08  1.2141621E-06  3.8935998E-08  1.4939253E+00
    p32     32   2.5420468E-32  2.5420468E-32  0.0000000E+00  1.4378093E-32  0.0000000E+00  0.0000000E+00
    p33     33   4.6832754E-29  4.6832754E-29  0.0000000E+00  2.6489114E-29  0.0000000E+00  0.0000000E+00
    s32     32   6.6647021E-07  4.4594326E-06  3.7929624E-06  2.5223035E-06  2.1454932E-06  7.0270211E-02
    s33     33   3.6884334E-08  6.8199995E-08  3.1315661E-08  3.8574658E-08  1.7713738E-08  3.3799189E-01
    s34     34   2.2374904E-07  4.0587545E-07  1.8212641E-07  2.2956756E-07  1.0301999E-07  3.4798902E-01
    s35     35   2.8383767E-26  2.8383767E-26  0.0000000E+00  1.6054167E-26  0.0000000E+00  0.0000000E+00
    s36     36   2.6084868E-08  2.6983896E-08  8.9902769E-10  1.5262385E-08  5.0853599E-10  1.4773008E+00
   cl35     35   8.6998142E-10  3.9779835E-08  3.8909853E-08  2.2499906E-08  2.2009399E-08  9.5725395E-03
   cl36     36   1.7463010E-10  1.7463010E-10  0.0000000E+00  9.8772684E-11  0.0000000E+00  0.0000000E+00
   cl37     37   1.9695918E-08  3.2842291E-08  1.3146374E-08  1.8575957E-08  7.4362601E-09  3.9759660E-01
   ar36     36  -7.3105127E-08  6.5145468E-07  7.2455981E-07  3.6846984E-07  4.0984804E-07 -4.6220910E-02
   ar37     37   1.9711147E-26  1.9711147E-26  0.0000000E+00  1.1148839E-26  0.0000000E+00  0.0000000E+00
   ar38     38   3.0774530E-08  1.6983105E-07  1.3905652E-07  9.6058287E-08  7.8657465E-08  8.6794890E-02
   ar39     39   3.6259624E-11  3.6259624E-11  0.0000000E+00  2.0508838E-11  0.0000000E+00  0.0000000E+00
   ar40     40   8.6775502E-09  8.9116643E-09  2.3411367E-10  5.0405342E-09  1.3242665E-10  1.5805012E+00
    k39     39   5.8898557E-09  4.3612193E-08  3.7722337E-08  2.4667530E-08  2.1337678E-08  6.2978484E-02
    k40     40   2.5512614E-10  2.6123306E-10  6.1069340E-12  1.4775625E-10  3.4543937E-12  1.6311741E+00
    k41     41   1.5086605E-09  4.3705248E-09  2.8618643E-09  2.4720164E-09  1.6188165E-09  1.8385372E-01
   ca40     40  -5.8490116E-08  5.9463338E-07  6.5312349E-07  3.3633108E-07  3.6943999E-07 -4.0776893E-02
   ca41     41   8.7646931E-11  8.7646931E-11  0.0000000E+00  4.9574057E-11  0.0000000E+00  0.0000000E+00
   ca42     42   1.8983677E-09  6.4754295E-09  4.5770618E-09  3.6625734E-09  2.5890199E-09  1.5065095E-01
   ca43     43   5.8485328E-10  1.5626045E-09  9.7775121E-10  8.8382607E-10  5.5306598E-10  2.0358986E-01
   ca44     44   1.2669652E-09  1.6726766E-08  1.5459801E-08  9.4608401E-09  8.7448528E-09  3.4177214E-02
   ca45     45   1.6599823E-27  1.6599823E-27  0.0000000E+00  9.3890404E-28  0.0000000E+00  0.0000000E+00
   ca46     46   2.2089897E-09  2.2399822E-09  3.0992441E-11  1.2669582E-09  1.7530906E-11  1.8589579E+00
   ca47     47   3.5170041E-38  3.5170041E-38  0.0000000E+00  1.9892557E-38  0.0000000E+00  0.0000000E+00
   ca48     48   3.3827829E-11  1.5457140E-09  1.5118862E-09  8.7427260E-10  8.5520002E-10  9.5791733E-03
