# Minitial =  3.00 msun, Z = 0.0001, Mfinal = 0.813 msun, c13 pocket included (pmz =1e-3msun)
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.0265458E-01  1.5810006E+00  1.6836551E+00  7.2290832E-01  7.6990002E-01 -2.7351107E-02
      d      2  -7.1110821E-07  9.8808406E-10  7.1209632E-07  4.5179882E-10  3.2562664E-07 -2.8577747E+00
    he3      3   2.1053989E-04  2.1506929E-04  4.5294018E-06  9.8339864E-05  2.0712000E-06  1.6765076E+00
    he4      4   7.6488554E-02  5.7946384E-01  5.0297529E-01  2.6495832E-01  2.2999999E-01  6.1449762E-02
    li7      7   7.4356720E-08  7.4482500E-08  1.2578026E-10  3.4056928E-08  5.7516662E-11  2.7724118E+00
    be7      7   3.9865942E-09  3.9865942E-09  0.0000000E+00  1.8228596E-09  0.0000000E+00  0.0000000E+00
     b8      8   6.3082392E-22  6.3082392E-22  0.0000000E+00  2.8844258E-22  0.0000000E+00  0.0000000E+00
    c12     12   2.1518992E-02  2.1556433E-02  3.7440601E-05  9.8566227E-03  1.7120798E-05  2.7602041E+00
    c13     13   6.0576812E-04  6.0622161E-04  4.5349998E-07  2.7719323E-04  2.0737599E-07  3.1260242E+00
    c14     14   1.0485333E-07  1.0485333E-07  0.0000000E+00  4.7943910E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.5752699E-04  1.6859156E-04  1.1064581E-05  7.7088051E-05  5.0595995E-06  1.1828709E+00
    n15     15  -2.0726407E-08  5.7585230E-09  2.6484930E-08  2.6330695E-09  1.2110999E-08 -6.6271764E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   6.8344723E-04  7.7504531E-04  9.1598071E-05  3.5438742E-04  4.1885865E-05  9.2741078E-01
    o17     17   1.1399512E-06  1.1769245E-06  3.6973198E-08  5.3814563E-07  1.6907064E-08  1.5028316E+00
    o18     18  -1.3220355E-07  7.4382818E-08  2.0658638E-07  3.4011347E-08  9.4467595E-08 -4.4365901E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.1863508E-06  1.1916911E-06  5.3402998E-09  5.4489760E-07  2.4420066E-09  2.3485680E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   5.5130869E-05  7.3668351E-05  1.8537483E-05  3.3684661E-05  8.4767998E-06  5.9920025E-01
   ne21     21   4.4902458E-06  4.5369043E-06  4.6658609E-08  2.0744876E-06  2.1336000E-08  1.9877979E+00
   ne22     22   2.4032991E-03  2.4047985E-03  1.4993532E-06  1.0995878E-03  6.8562258E-07  3.2051449E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   8.7217625E-13  8.7217625E-13  0.0000000E+00  3.9880030E-13  0.0000000E+00  0.0000000E+00
   na23     23   3.3360542E-05  3.3787634E-05  4.2709306E-07  1.5449306E-05  1.9530066E-07  1.8982053E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.6515121E-05  2.5357689E-05  8.8425677E-06  1.1594737E-05  4.0435198E-06  4.5750135E-01
   mg25     25   1.2499659E-04  1.2616269E-04  1.1661008E-06  5.7687557E-05  5.3323333E-07  2.0341649E+00
   mg26     26   3.2784362E-04  3.2917887E-04  1.3352550E-06  1.5051618E-04  6.1058398E-07  2.3918378E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   1.2139282E-08  1.2139282E-08  0.0000000E+00  5.5506546E-09  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   7.7541354E-06  8.5672627E-06  8.1312737E-07  3.9173583E-06  3.7182599E-07  1.0226536E+00
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   9.7957163E-06  1.9586678E-05  9.7909615E-06  8.9559571E-06  4.4772000E-06  3.0110553E-01
   si29     29   1.3682422E-06  1.8831591E-06  5.1491691E-07  8.6106957E-07  2.3546065E-07  5.6311989E-01
   si30     30   2.0033744E-06  2.3545213E-06  3.5114675E-07  1.0765987E-06  1.6057200E-07  8.2638401E-01
    p31     31   1.2273174E-06  1.3124645E-06  8.5147157E-08  6.0012093E-07  3.8935998E-08  1.1878875E+00
    p32     32   5.1412641E-33  5.1412641E-33  0.0000000E+00  2.3508295E-33  0.0000000E+00  0.0000000E+00
    p33     33   6.8006287E-30  6.8006287E-30  0.0000000E+00  3.1095694E-30  0.0000000E+00  0.0000000E+00
    s32     32   3.3929746E-07  5.0311673E-06  4.6918699E-06  2.3004879E-06  2.1454932E-06  3.0292826E-02
    s33     33   1.7130187E-08  5.5867460E-08  3.8737273E-08  2.5545249E-08  1.7713738E-08  1.5899992E-01
    s34     34   2.4353506E-07  4.6882423E-07  2.2528918E-07  2.1436864E-07  1.0301999E-07  3.1823975E-01
