# Minitial =  2.25 msun, Z = 0.0001, Mfinal = 0.713 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.1701211E-01  9.6623701E-01  1.1832491E+00  6.2865132E-01  7.6990002E-01 -8.8024497E-02
      d      2  -4.9931532E-07  1.1359665E-09  5.0045128E-07  7.3908041E-10  3.2562664E-07 -2.6440282E+00
    he3      3   2.3370475E-04  2.3688795E-04  3.1831996E-06  1.5412360E-04  2.0712000E-06  1.8716471E+00
    he4      4   1.5802091E-01  5.1150483E-01  3.5348392E-01  3.3279431E-01  2.2999999E-01  1.6044807E-01
    li7      7  -7.8795470E-11  9.6011211E-12  8.8396589E-11  6.2466633E-12  5.7516662E-11 -9.6414554E-01
    be7      7   7.1564492E-14  7.1564492E-14  0.0000000E+00  4.6561154E-14  0.0000000E+00  0.0000000E+00
     b8      8   7.7607092E-29  7.7607092E-29  0.0000000E+00  5.0492581E-29  0.0000000E+00  0.0000000E+00
    c12     12   4.4832416E-02  4.4858728E-02  2.6312729E-05  2.9185900E-02  1.7120798E-05  3.2316492E+00
    c13     13   1.7241529E-06  2.0428663E-06  3.1871340E-07  1.3291258E-06  2.0737599E-07  8.0680764E-01
    c14     14   9.0364146E-08  9.0364146E-08  0.0000000E+00  5.8792551E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.2502560E-05  8.0278594E-05  7.7760315E-06  5.2230709E-05  5.0595995E-06  1.0138098E+00
    n15     15  -3.5675232E-09  1.5045710E-08  1.8613234E-08  9.7890114E-09  1.2110999E-08 -9.2441149E-02
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.2350223E-03  1.2993962E-03  6.4373831E-05  8.4541069E-04  4.1885865E-05  1.3050003E+00
    o17     17   4.2514770E-07  4.5113194E-07  2.5984242E-08  2.9351460E-07  1.6907064E-08  1.2395616E+00
    o18     18  -5.6084289E-08  8.9101704E-08  1.4518599E-07  5.7971182E-08  9.4467595E-08 -2.1207072E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
